㐖毒	het dowk	Xie2 du2	/India (archaic)/
檸檬酸	nraengX muwng swan	ning2 meng2 suan1	/citric acid/
檸檬雞	nraengX muwng kej	ning2 meng2 ji1	/lemon chicken/
櫃員機	gwijH hjun kj+j	gui4 yuan2 ji1	/ATM/
櫛水母	tsrit sywijX muwX	jie2 shui3 mu3	/comb jellies (Ctenophora)/
櫻桃園	’eang daw hjwon	Ying1 tao2 yuan2	/The Cherry Orchard, a play by Chekhov 契訶夫|契诃夫[Qi4 he1 fu1]/
櫻花妹	’eang xwae mwojH	ying1 hua1 mei4	/(coll.) Japanese girl/
櫻花草	’eang xwae tshawX	ying1 hua1 cao3	/primrose/
權威性	gjwen ’jw+j sjengH	quan2 wei1 xing4	/authoritative/(having) authority/
次一個	tshijH ’jit kaH	ci4 yi1 ge4	/next one (in order)/
次文化	tshijH mjun xwaeH	ci4 wen2 hua4	/subculture/
次聲波	tshijH syeng pa	ci4 sheng1 bo1	/infrasonic wave/
欺詐者	khi tsraeH tsyaeX	qi1 zha4 zhe3	/deceiver/
欽州市	khim tsyuw dzyiX	Qin1 zhou1 shi4	/Qinzhou prefecture level city in Guangxi/
歇山頂	xjot srean tengX	xie1 shan1 ding3	/(East Asian) hip-and-gable roof/
歌利亞	ka lijH ’aeH	Ge1 li4 ya4	/Goliath/
歌唱家	ka tsyhangH kae	ge1 chang4 jia1	/singer/
歌唱賽	ka tsyhangH sojH	ge1 chang4 sai4	/song contest/
歌百靈	ka paek leng	ge1 bai3 ling2	/(bird species of China) Australasian bush lark (Mirafra javanica)/
歌羅西	ka la sej	Ge1 luo2 xi1	/Colossia/
歌舞團	ka mjuX dwan	ge1 wu3 tuan2	/song and dance troupe/
止損點	tsyiX swonX temX	zhi3 sun3 dian3	/stop-loss point, a point at which you make a small loss to limit your losses/
止疼片	tsyiX downg phenH	zhi3 teng2 pian1	/painkiller/analgesic/
止痛法	tsyiX thuwngH pjop	zhi3 tong4 fa3	/method of relieving pain/
止痛片	tsyiX thuwngH phenH	zhi3 tong4 pian4	/painkiller/
止痛藥	tsyiX thuwngH yak	zhi3 tong4 yao4	/painkiller/analgesic/anodyne/
止血栓	tsyiX xwet srjwen	zhi3 xue4 shuan1	/plug to stop bleeding/tampon (medicine)/
止血貼	tsyiX xwet thep	zhi3 xue4 tie1	/Band-Aid/plaster/
步話機	buH hwaejH kj+j	bu4 hua4 ji1	/walkie-talkie/
步進制	buH tsinH tsyejH	bu4 jin4 zhi4	/step by step system/
武仙座	mjuX sjen dzwaH	Wu3 xian1 zuo4	/Hercules (constellation)/
武侯祠	mjuX huw zi	wu3 hou2 ci2	/memorial hall to Zhuge Liang 諸葛亮|诸葛亮 (many of them in different town)/refers to tourist attraction in Chengdu 成都/
武則天	mjuX tsok then	Wu3 Ze2 tian1	/Wu Zetian (624-705), Tang empress, reigned 690-705/
武功山	mjuX kuwng srean	Wu3 gong1 shan1	/Mt Wugong in Jiangxi/
武器級	mjuX khijH kip	wu3 qi4 ji2	/weapons-grade/
武士刀	mjuX dzriX taw	wu3 shi4 dao1	/katana/
武士道	mjuX dzriX dawX	wu3 shi4 dao4	/bushidō or way of the warrior, samurai code of chivalry/
武夷山	mjuX yij srean	Wu3 yi2 shan1	/Mt Wuyi in Fujian/Wuyishan nature reserve/Wuyishan county level city in Nanping 南平[Nan2 ping2] Fujian/
武威市	mjuX ’jw+j dzyiX	Wu3 wei1 shi4	/Wuwei prefecture level city in Gansu/
武安市	mjuX ’an dzyiX	Wu3 an1 shi4	/Wu'an county level city in Handan 邯鄲|邯郸[Han2 dan1], Hebei/
武山雞	mjuX srean kej	Wu3 shan1 ji1	/see 烏骨雞|乌骨鸡[wu1 gu3 ji1]/black-boned chicken/silky fowl/silkie/
武岡市	mjuX kang dzyiX	Wu3 gang1 shi4	/Wugang county level city in Shaoyang 邵陽|邵阳[Shao4 yang2], Hunan/
武漢市	mjuX xanH dzyiX	Wu3 han4 shi4	/Wuhan city on Changjiang, subprovincial city and capital of Hubei province/
武穴市	mjuX hwet dzyiX	Wu3 xue2 shi4	/Wuxue county level city in Huanggang 黃岡|黄冈[Huang2 gang1], Hubei/
武都市	mjuX tu dzyiX	Wu3 du1 shi4	/Wudu city in Gansu/
武陵源	mjuX ling ngjwon	Wu3 ling2 yuan2	/Wulingyuan scenic area, in Zhangjiajie city 張家界市|张家界市[Zhang1 jia1 jie4 shi4], Hunan/
歧路燈	gjie luH tong	Qi2 lu4 Deng1	/Lamp in the Side Street, novel by Qing dynasty writer Li Lüyuan 李綠園|李绿园[Li3 Lu:4 yuan2]/also written 岐路燈|岐路灯/
歷史劇	lek sriX gjaek	li4 shi3 ju4	/historical drama/
歷史學	lek sriX haewk	li4 shi3 xue2	/history/
歷史家	lek sriX kae	li4 shi3 jia1	/historian/
歷史性	lek sriX sjengH	li4 shi3 xing4	/historic/
歸仁鄉	kjw+j nyin xjang	Gui1 ren2 xiang1	/Kueijen township in Tainan county 台南縣|台南县[Tai2 nan2 xian4], Taiwan/
歸屬權	kjw+j dzyowk gjwen	gui1 shu3 quan2	/right of attribution/
歸心者	kjw+j sim tsyaeX	gui1 xin1 zhe3	/religious convert/
歸納法	kjw+j nop pjop	gui1 na4 fa3	/induction (method of deduction in logic)/
歸謬法	kjw+j mjiwH pjop	gui1 miu4 fa3	/reductio ad absurdum/arguing by contradiction/also called 反證法|反证法/
歸零地	kjw+j leng dijH	Gui1 ling2 di4	/Ground Zero/
死勁兒	sijX kjiengH nye	si3 jin4 r5	/erhua variant of 死勁|死劲[si3 jin4]/
死對頭	sijX twojH duw	si3 dui4 tou5	/arch-enemy/sworn enemy/
死文字	sijX mjun dziH	si3 wen2 zi4	/dead language/indecipherable script/
死翹翹	sijX gjiew gjiew	si3 qiao4 qiao4	/to die/to drop dead/
死胡同	sijX hu duwng	si3 hu2 tong4	/dead end/blind alley/
死頑固	sijX ngwaen kuH	si3 wan2 gu4	/very stubborn/very stubborn person/die-hard/
殖民地	dzyik mjin dijH	zhi2 min2 di4	/colony/
殖民者	dzyik mjin tsyaeX	zhi2 min2 zhe3	/colonizer/colonist/settler/
殘次品	dzan tshijH phimX	can2 ci4 pin3	/defective goods/
殘疾人	dzan dzit nyin	can2 ji2 ren2	/disabled person/
殘餘物	dzan yo mjut	can2 yu2 wu4	/litter/trash/
殯儀員	pjinH ngje hjun	bin4 yi2 yuan2	/undertaker/funeral arranger/
殯儀館	pjinH ngje kwanH	bin4 yi2 guan3	/the undertaker's/funeral parlor/
殲擊機	tsjem kek kj+j	jian1 ji1 ji1	/fighter plane/
段祺瑞	dwanH gi dzyweH	Duan4 Qi2 rui4	/Duan Qirui (1864-1936), commander of Beiyang Army under Yuan Shikai, then politician and powerful warlord/
段荃法	dwanH tshjwen pjop	Duan4 Quan2 fa3	/Duan Quanfa (1939-2010), Chinese writer/
殺人案	sreat nyin ’anH	sha1 ren2 an4	/murder case/homicide case/
殺人犯	sreat nyin bjomX	sha1 ren2 fan4	/murderer/homicide/
殺人鯨	sreat nyin gjaeng	sha1 ren2 jing1	/killer whale (Orcinus orca)/
殺蠹藥	sreat tuH yak	sha1 du4 yao4	/mothicide/
殺鼠藥	sreat syoX yak	sha1 shu3 yao4	/rat poison/
毀滅性	xjweH mjiet sjengH	hui3 mie4 xing4	/destructive/devastating/
母乳代	muwX nyuX dojH	mu3 ru3 dai4	/substitute for mother's milk/milk powder/
母公司	muwX kuwng si	mu3 gong1 si1	/parent company/
母權制	muwX gjwen tsyejH	mu3 quan2 zhi4	/matriarchy/
母老虎	muwX lawX xuX	mu3 lao3 hu3	/tigress/(fig.) fierce woman/vixen/
毒理學	dowk liX haewk	du2 li3 xue2	/toxicology/
毒草名	dowk tshawX mjieng	du2 cao3 ming2	/hemlock/
毒蠅傘	dowk ying sanX	du2 ying2 san3	/fly Amanita or fly agaric (Amanita muscaria)/
毛利人	maw lijH nyin	Mao2 li4 ren2	/Maori, indigenous Polynesian people of New Zealand/
毛塑像	maw suH zjangX	Mao2 su4 xiang4	/statue of Chairman Mao Zedong (1893-1976) 毛澤東|毛泽东[Mao2 Ze2 dong1]/
毛子國	maw tsiX kwok	Mao2 zi5 guo2	/(derog.) Russia/
毛孩子	maw hoj tsiX	mao2 hai2 zi5	/(coll.) infant/ignorant child/
毛絨絨	maw nyuwng nyuwng	mao2 rong2 rong2	/fluffy/furry/
毛血旺	maw xwet hjwangH	mao2 xue4 wang4	/duck's blood and beef tripe in spicy soup/
毛酸漿	maw swan tsjang	mao2 suan1 jiang1	/husk ground-cherry/Physalis pubescens/
毫微米	haw mj+j mejX	hao2 wei1 mi3	/millimicron or one-millionth of a millimeter/
毫米波	haw mejX pa	hao2 mi3 bo1	/millimeter wave (radio signal)/
民主化	mjin tsyuX xwaeH	min2 zhu3 hua4	/to convert to democracy/democratic transformation/
民主派	mjin tsyuX pheaH	min2 zhu3 pai4	/Democratic faction/
民主牆	mjin tsyuX dzjang	min2 zhu3 qiang2	/Democracy Wall (1978-1989), esp. during the Beijing Spring democracy movement/
民主黨	mjin tsyuX tangX	Min2 zhu3 dang3	/Democratic Party/
民俗學	mjin zjowk haewk	min2 su2 xue2	/folklore/
民政廳	mjin tsyengH theng	min2 zheng4 ting1	/provincial department of civil affairs/
民族學	mjin dzuwk haewk	min2 zu2 xue2	/ethnology/anthropology/
民族志	mjin dzuwk tsyiH	min2 zu2 zhi4	/ethnography/
民歌手	mjin ka syuwX	min2 ge1 shou3	/folk singer/
民法典	mjin pjop tenX	min2 fa3 dian3	/civil code/
民營化	mjin yweng xwaeH	min2 ying2 hua4	/privatization/
民粹派	mjin swijH pheaH	Min2 cui4 pai4	/the Narodniks, Russian populist group in the 19th century/
民進黨	mjin tsinH tangX	Min2 jin4 dang3	/DPP (Democratic Progressive Party, Taiwan)/abbr. for 民主進步黨|民主进步党/
民間舞	mjin keanH mjuX	min2 jian1 wu3	/folk dance/
民雄鄉	mjin hjuwng xjang	Min2 xiong2 xiang1	/Minxiong or Minhsiung township in Chiayi county 嘉義縣|嘉义县[Jia1 yi4 xian4], west Taiwan/
水仙花	sywijX sjen xwae	shui3 xian1 hua1	/daffodil/narcissus/CL:棵[ke1]/
水俁市	sywijX ngjuX dzyiX	Shui3 yu3 Shi4	/Minamata City in Kumamoto prefecture, Japan/
水俁病	sywijX ngjuX bjaengH	shui3 yu3 bing4	/Minamata disease (mercury poisoning found in Southern Japan in 1956)/
水利家	sywijX lijH kae	shui3 li4 jia1	/water manager/hydraulic engineer/
水力學	sywijX lik haewk	shui3 li4 xue2	/hydraulics/
水務局	sywijX mjuH gjowk	shui3 wu4 ju2	/(municipal) water authority/
水原市	sywijX ngjwon dzyiX	Shui3 yuan2 shi4	/Suweon City, capital of Gyeonggi province 京畿道[Jing1 ji1 dao4], South Korea/
水族箱	sywijX dzuwk sjang	shui3 zu2 xiang1	/aquarium/fish tank/
水族館	sywijX dzuwk kwanH	shui3 zu2 guan3	/aquarium (open to the public)/
水晶宮	sywijX tsjeng kjuwng	Shui3 jing1 gong1	/The Crystal Palace/
水晶球	sywijX tsjeng gjuw	shui3 jing1 qiu2	/crystal ball (in Western magic)/
水暖工	sywijX nwanX kuwng	shui3 nuan3 gong1	/plumber/heating engineer/
水曜日	sywijX yewH nyit	Shui3 yao4 ri4	/Wednesday (used in ancient Chinese astronomy)/
水林鄉	sywijX lim xjang	Shui3 lin2 xiang1	/Shuilin township in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan/
水果刀	sywijX kwaX taw	shui3 guo3 dao1	/paring knife/fruit knife/CL:把[ba3]/
水果酒	sywijX kwaX tsjuwX	shui3 guo3 jiu3	/fruit wine (Tw)/
水楊酸	sywijX yang swan	shui3 yang2 suan1	/salicylic acid/
水母體	sywijX muwX thejX	shui3 mu3 ti3	/jellyfish/medusa/
水汪汪	sywijX ’wang ’wang	shui3 wang1 wang1	/watery/waterlogged (soil)/limpid/bright and intelligent (eyes)/
水淋淋	sywijX lim lim	shui3 lin2 lin2	/dripping wet/
水溫表	sywijX ’won pjewX	shui3 wen1 biao3	/engine temperature gauge/coolant temperature gauge/
水滴魚	sywijX tek ngjo	shui3 di1 yu2	/blobfish (Psychrolutes marcidus)/
水漉漉	sywijX luwk luwk	shui3 lu4 lu4	/dripping wet/
水煙袋	sywijX ’en dojH	shui3 yan1 dai4	/water bong/water pipe/hookah/
水球場	sywijX gjuw drjang	shui3 qiu2 chang3	/water polo pool/
水瓶座	sywijX beng dzwaH	Shui3 ping2 zuo4	/Aquarius (constellation and sign of the zodiac)/
水田芥	sywijX den keajH	shui3 tian2 jie4	/watercress/
水管工	sywijX kwanX kuwng	shui3 guan3 gong1	/plumber/
水管麵	sywijX kwanX menH	shui3 guan3 mian4	/tube pasta (e.g. penne, rigatoni, ziti)/macaroni/
水翼船	sywijX yik zywen	shui3 yi4 chuan2	/hydrofoil/
水老鴉	sywijX lawX ’ae	shui3 lao3 ya1	/common name for cormorant/
水耕法	sywijX keang pjop	shui3 geng1 fa3	/hydroponics/
水菖蒲	sywijX tsyhang bu	shui3 chang1 pu2	/Acorus calamus/sweet sedge or sweet flag/
水蘿蔔	sywijX la bok	shui3 luo2 bo5	/summer radish (the small red kind)/
水虎魚	sywijX xuX ngjo	shui3 hu3 yu2	/piranha (fish)/
水蜜桃	sywijX mjit daw	shui3 mi4 tao2	/honey peach/juicy peach/
水道口	sywijX dawX khuwX	shui3 dao4 kou3	/mouth of sewer/
水里鄉	sywijX liX xjang	Shui3 li3 xiang1	/Shuili township in Nantou county 南投縣|南投县[Nan2 tou2 xian4], central Taiwan/
水銀燈	sywijX ngin tong	shui3 yin2 deng1	/mercury-vapor lamp/
水陸師	sywijX ljuwk srij	shui3 lu4 shi1	/army and navy (in Qing times)/
水電工	sywijX denH kuwng	shui3 dian4 gong1	/plumbing and electrical work/tradesman who does both plumbing and electrical work/
水電站	sywijX denH treamH	shui3 dian4 zhan4	/hydroelectric power plant/
水靈靈	sywijX leng leng	shui3 ling2 ling2	/see 水靈|水灵[shui3 ling2]/
水龍帶	sywijX ljowng tajH	shui3 long2 dai4	/layflat industrial hose/fire hose/
水龍頭	sywijX ljowng duw	shui3 long2 tou2	/faucet/tap/
永久性	hjwaengX kjuwX sjengH	yong3 jiu3 xing4	/permanent/
永動機	hjwaengX duwngX kj+j	yong3 dong4 ji1	/a perpetual motion machine/
永嘉郡	hjwaengX kae gjunH	Yong3 jia1 jun4	/Yongjia prefecture in Zhejiang/
永城市	hjwaengX dzyeng dzyiX	Yong3 cheng2 shi4	/Yongcheng county level city in Shangqiu 商丘[Shang1 qiu1], Henan/
永安市	hjwaengX ’an dzyiX	Yong3 an1 shi4	/Yong'an county level city in Sanming 三明[San1 ming2], Fujian/
永安鄉	hjwaengX ’an xjang	Yong3 an1 xiang1	/Yong'an or Yung'an township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4], southwest Taiwan/
永州市	hjwaengX tsyuw dzyiX	Yong3 zhou1 shi4	/Yongzhou prefecture level city in Hunan/
永康市	hjwaengX khang dzyiX	Yong3 kang1 shi4	/Yongkang county level city in Jinhua 金華|金华[Jin1 hua2], Zhejiang/Yungkang city in Tainan county 台南縣|台南县[Tai2 nan2 xian4], Taiwan/
永訣式	hjwaengX kwet syik	yong3 jue2 shi4	/funeral/
永靖鄉	hjwaengX dzjengX xjang	Yong3 jing4 xiang1	/Yungching township in Changhua county 彰化縣|彰化县[Zhang1 hua4 xian4], Taiwan/
求知慾	gjuw trje yowk	qiu2 zhi1 yu4	/desire for knowledge/
求職信	gjuw tsyik sinH	qiu2 zhi2 xin4	/cover letter/job application/
求職者	gjuw tsyik tsyaeX	qiu2 zhi2 zhe3	/job applicant/
汐止市	zjek tsyiX dzyiX	Xi1 zhi3 shi4	/Xizhi or Hsichih city in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan/
汝州市	nyoX tsyuw dzyiX	Ru3 zhou1 shi4	/Ruzhou county level city in Pingdingshan 平頂山|平顶山[Ping2 ding3 shan1], Henan/
江八點	kaewng peat temX	jiang1 ba1 dian3	/"Jiang Zemin's eight-point formula" (for resuming a dialogue with Taiwan)/
江原道	kaewng ngjwon dawX	Jiang1 yuan2 dao4	/Gangwon Province of Korea during Joseon Dynasty/Kangwon province of North Korea/Gangwon province in northeast South Korea, capital Chuncheon 春川[Chun1 chuan1]/
江山市	kaewng srean dzyiX	Jiang1 shan1 shi4	/Jiangshan county level city in Quzhou 衢州[Qu2 zhou1], Zhejiang/
江澤民	kaewng draek mjin	Jiang1 Ze2 min2	/Jiang Zemin (1926-), politician, president of PRC 1993-2003/
江米酒	kaewng mejX tsjuwX	jiang1 mi3 jiu3	/glutinous rice wine/fermented glutinous rice/
江都市	kaewng tu dzyiX	Jiang1 du1 shi4	/Jiangdu county level city in Yangzhou 揚州|扬州[Yang2 zhou1], Jiangsu/
江門市	kaewng mwon dzyiX	Jiang1 men2 shi4	/Jiangmen prefecture-level city in Guangdong/
江陰市	kaewng ’im dzyiX	Jiang1 yin1 shi4	/Jiangyin county level city in Wuxi 無錫|无锡[Wu2 xi1], Jiangsu/
汪星人	’wang seng nyin	wang1 xing1 ren2	/dog (Internet slang)/
汾陽市	bjun yang dzyiX	Fen2 yang2 shi4	/Fenyang county level city in Lüliang 呂梁|吕梁[Lu:3 liang2], Shanxi 山西/
沁陽市	tshimH yang dzyiX	Qin4 yang2 shi4	/Qinyang county level city in Jiaozuo 焦作[Jiao1 zuo4], Henan/
沃爾沃	’owk nyeX ’owk	Wo4 er3 wo4	/Volvo (Swedish car company)/
沃特森	’owk dok srim	Wo4 te4 sen1	/Watson (name)/
沅江市	ngjwon kaewng dzyiX	Yuan2 jiang1 shi4	/Yuanjiang county level city in Yiyang 益陽|益阳[Yi4 yang2], Hunan/
沉澱物	drim denH mjut	chen2 dian4 wu4	/precipitate/solid sediment/
沉甸甸	drim denH denH	chen2 dian4 dian4	/heavy/
沐浴乳	muwk yowk nyuX	mu4 yu4 ru3	/body wash (liquid soap)/shower gel/
沐浴油	muwk yowk yuw	mu4 yu4 you2	/bath oil/
沐浴球	muwk yowk gjuw	mu4 yu4 qiu2	/shower puff/bath sponge/bath ball (containing aromas or salts)/
沐浴花	muwk yowk xwae	mu4 yu4 hua1	/shower puff/shower sponge/
沐浴露	muwk yowk luH	mu4 yu4 lu4	/shower gel/
沖淋浴	drjuwng lim yowk	chong1 lin2 yu4	/to take a shower/
沖牙器	drjuwng ngae khijH	chong1 ya2 qi4	/water pick/oral irrigator/
河姆渡	ha muwH duH	He2 mu3 du4	/Hemudu neolithic archaeological site near Ningbo in Zhejiang, going back to c. 5000 BC/
河東獅	ha tuwng srij	He2 dong1 shi1	/shrew/see also 河東獅吼|河东狮吼[He2 dong1 shi1 hou3]/
河洛人	ha lak nyin	He2 luo4 ren2	/Hoklo people, southern Chinese people of Taiwan/
河津市	ha tsin dzyiX	He2 jin1 shi4	/Hejin county level city in Yuncheng 運城|运城[Yun4 cheng2], Shanxi/
河源市	ha ngjwon dzyiX	He2 yuan2 shi4	/Heyuan prefecture-level city in Guangdong 廣東省|广东省[Guang3 dong1 sheng3]/
河西堡	ha sej pawX	He2 xi1 pu4	/Hexipu town in Yongchang county 永昌縣|永昌县[Yong3 chang1 xian4], Jinchang 金昌[Jin1 chang1], Gansu/
河間市	ha keanH dzyiX	He2 jian1 shi4	/Hejian county level city in Cangzhou 滄州|沧州[Cang1 zhou1], Hebei/
油乎乎	yuw hu hu	you2 hu1 hu1	/greasy/oily/
油光光	yuw kwang kwang	you2 guang1 guang1	/glossy/gleaming/shiny (due to greasiness)/slick/greasy/oily/
油加利	yuw kae lijH	you2 jia1 li4	/variant of 尤加利[you2 jia1 li4]/
油尖旺	yuw tsjem hjwangH	You2 jian1 wang4	/Yau Tsim Mong district of Kowloon, Hong Kong/
油汪汪	yuw ’wang ’wang	you2 wang1 wang1	/dripping with oil/
油麥菜	yuw meak tshojH	you2 mai4 cai4	/Indian lettuce/
沼澤地	tsyewX draek dijH	zhao3 ze2 di4	/marsh/swamp/everglade/
沿海州	ywen xojX tsyuw	yan2 hai3 zhou1	/coastal region/refers to Russian far east Primorsky Krai/
泉州市	dzjwen tsyuw dzyiX	Quan2 zhou1 shi4	/Quanzhou prefecture level city in Fujian/
泊頭市	bak duw dzyiX	Bo2 tou2 shi4	/Botou county level city in Cangzhou 滄州|沧州[Cang1 zhou1], Hebei/
法勒斯	pjop lok sje	Fa3 le4 si1	/Perez (son of Judah)/
法向力	pjop xjangH lik	fa3 xiang4 li4	/normal force (physics)/
法國人	pjop kwok nyin	Fa3 guo2 ren2	/Frenchman/French person/
法塔赫	pjop thap xaek	Fa3 ta3 he4	/Fatah, Palestinian organization/
法壓壺	pjop ’aep hu	Fa3 ya1 hu2	/French press/press pot/
法學士	pjop haewk dzriX	fa3 xue2 shi4	/Bachelor of Laws/Legum Baccalaureus/
法學家	pjop haewk kae	fa3 xue2 jia1	/jurist/member of the pre-Han legalist school/
法拉利	pjop lop lijH	Fa3 la1 li4	/Ferrari/
法拉第	pjop lop dejH	Fa3 la1 di4	/Faraday (name)/Michael Faraday (1791-1867), British experimental physicist prominent in the development of electricity/
法新社	pjop sin dzyaeX	Fa3 xin1 she4	/Agence France Presse/AFP news agency/
法源寺	pjop ngjwon ziH	Fa3 yuan2 si4	/Fayuan or Source of the Law temple in Beijing/
法耶德	pjop yae tok	Fa3 ye1 de2	/Fayed (name)/Mohamed Abdel Moneim Fayed (1933-), controversial Egyptian-born businessman and philanthropist, owner of Harrods (London) and Fulham football club/
法蘭克	pjop lan khok	Fa3 lan2 ke4	/the Franks (Germanic people who arrived in Europe from 600 AD and took over France)/
法蘭斯	pjop lan sje	Fa3 lan2 si1	/France (phonetic transliteration)/
法蘭絨	pjop lan nyuwng	fa3 lan2 rong2	/flannel (loanword)/Taiwan pr. [fa4 lan2 rong2]/
法蘭西	pjop lan sej	Fa3 lan2 xi1	/France/
法西斯	pjop sej sje	fa3 xi1 si1	/fascist (loanword)/
法赫德	pjop xaek tok	Fa3 he4 de2	/King Fahd of Saudi Arabia/
法輪功	pjop lwin kuwng	Fa3 lun2 gong1	/Falun Gong (Chinese spiritual movement founded in 1992, regarded as a cult by the PRC government)/
法醫學	pjop ’i haewk	fa3 yi1 xue2	/forensics/
法隆寺	pjop ljuwng ziH	Fa3 long1 si4	/Hōryūji, complex of Buddhist temples near Nara 奈良, Japan, dating back to the Asuka period 飛鳥時代|飞鸟时代 (c. 600)/
法魯克	pjop luX khok	Fa3 lu3 ke4	/Farouk of Egypt (1920-1965), king of Egypt 1936-1952/
泡泡浴	phaew phaew yowk	pao4 pao4 yu4	/bubble bath/
泡泡紗	phaew phaew srae	pao4 pao4 sha1	/seersucker (cotton cloth with pattern of dimples)/
泡芙人	phaew bju nyin	pao4 fu2 ren2	/(coll.) skinny fat person (person who is MONW: metabolically obese normal weight)/
波來古	pa loj kuX	Bo1 lai2 gu3	/Pleiku, Vietnam/
波動性	pa duwngX sjengH	bo1 dong4 xing4	/fluctuation/
波士頓	pa dzriX twonH	Bo1 shi4 dun4	/Boston, capital of Massachusetts/
波帶片	pa tajH phenH	bo1 dai4 pian1	/zone plate/
波德申	pa tok syin	Bo1 de2 shen1	/Port Dickson (holiday destination in Malaysia)/
波斑鴇	pa paen pawX	bo1 ban1 bao3	/(bird species of China) MacQueen's bustard (Chlamydotis macqueenii)/
波斯教	pa sje kaew	Bo1 si1 jiao4	/Persian religion/Zoroastrianism or Manicheanism/
波斯灣	pa sje ’waen	Bo1 si1 Wan1	/Persian Gulf/
波江座	pa kaewng dzwaH	Bo1 jiang1 zuo4	/Eridanus (constellation)/
波波頭	pa pa duw	bo1 bo1 tou2	/bob (hairstyle)/
波爾多	pa nyeX ta	Bo1 er3 duo1	/Bordeaux/
波特酒	pa dok tsjuwX	Bo1 te4 jiu3	/Port wine/
波狀熱	pa dzrjangH nyet	bo1 zhuang4 re4	/undulant fever/brucellosis/
波狀雲	pa dzrjangH hjun	bo1 zhuang4 yun2	/undulatus/
波羅的	pa la tek	Bo1 luo2 di4	/Baltic/
波羅蜜	pa la mjit	bo1 luo2 mi4	/jackfruit/breadfruit/Artocarpus heterophyllus/
波義耳	pa ngjeH nyiX	Bo1 yi4 er3	/Boyle (name)/Robert Boyle (1627-91), British and Irish scientist and pioneer chemist/
波茨坦	pa dzij thanX	Bo1 ci2 tan3	/Potsdam, near Berlin, Germany/
波阿斯	pa ’a sje	Bo1 a1 si1	/Boaz (son of Salmon and Rahab)/
波阿次	pa ’a tshijH	Bo1 a1 ci4	/Boaz (name)/
注冊人	tsyuH tsrheak nyin	zhu4 ce4 ren2	/registrant/
注冊表	tsyuH tsrheak pjewX	zhu4 ce4 biao3	/Windows registry/
注意力	tsyuH ’iH lik	zhu4 yi4 li4	/attention/
泰加林	thajH kae lim	tai4 jia1 lin2	/taiga (loanword)/
泰安市	thajH ’an dzyiX	Tai4 an1 shi4	/Tai'an prefecture level city in Shandong/
泰安鄉	thajH ’an xjang	Tai4 an1 xiang1	/Taian township in Miaoli county 苗栗縣|苗栗县[Miao2 li4 xian4], northwest Taiwan/
泰山鄉	thajH srean xjang	Tai4 shan1 xiang1	/Taishan township in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan/
